index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
1556,"Synchrony bank has struck again!!!! Now they're slashing credit limits two at a time!. My original credit limit was {$1000.00} now it is {$100.00}. I paid the account regularly and in fact, paid it off. This is hurting my credit and I have no control over it at all!",unknown,credit_card,none,Synchrony Bank,online,unknown
1552,Saying that it will not allow me to connect my account the to the app,unknown,unknown,none,unknown,online,unknown
1555,"Hi, I just tried to link my bank account to XXXX payment services used by my building for making rent payments, and it said the bank ( PNC ) has made changes that prevents doing that.",payment,checking,unknown,XXXX payment services,online,outgoing
1558,Over 8 hard inquiries and a charge account all added illegally.,other,unknown,unknown,unknown,unknown,unknown
1559,I owed {$75.00} for my iPhone and I was never contacted about my card never bring charge 2 years later. I get a call from a collections agency that my debt is now {$700.00} dollars. This is n't fair!,debit,credit_card,none,Apple,card_not_present,outgoing
1561,"I urgently request the removal of this erroneous late payment from my account. My payment history reflects a pattern of punctuality, and this entry is causing me undue stress and concern.",payment,credit_card,none,unknown,unknown,outgoing
1564,Zelle did not provide disclosures when using their services to make or receive payments.,transfer,unknown,unknown,Zelle,Zelle,unknown
1566,"On XX/XX/XXXX, i was walking down the street when i got a notification on my phone saying that someone took {$920.00} out of my account. I called the bank and they said they will end banking relationships with me and its likely i cant get this money back.",debit,checking,none,unknown,unknown,outgoing
1562,"i have repeatedly requested via phone calls and this forum for a complete breakdown and explanation of any and all payments received, fees charged, etc. on my loan.     i have received some paperwork but it does not include breakdowns nor explanations.     i 100 % disagree with the balance owed.",payment,loan,unknown,unknown,online,incoming
1565,"Wells Fargo sent a credit product, to the wrong address ; the bank denies wrong-doing. Please assume jurisdiction.",other,credit_card,unknown,Wells Fargo,other,outgoing
1560,I had deposited a check into my savings account and they freeze my account and are saying they going to close it because they can not verify the number to confirm the check but it does say the check has been clear but they canning give me my funds,deposit,unknown,savings,unknown,mobile_check,incoming
1563,"Investigate the way this account is reporting the date of last activity, opening date, and the account name. I believe this information may be inaccurate.",unknown,unknown,none,unknown,unknown,unknown
1567,A credit repair firm sent multiple dispute letters addressing a XXXX account on my TransUnion report. This account is listed with a {$0.00} balance but is still being reported as an active late payment account.,unknown,other,none,TransUnion,other,unknown
1569,I cant link my bank to my digit account to access my funds. I feel robbed.,other,checking,other,Digit,online,unknown
1568,"My home mortgage was refinanced with XXXX XXXX XXXX back on XX/XX/2018 and previous mortgage creditor XXXX XXXX XXXX, XXXX is still showing a balance of {$81000.00} on my credit report currently. Showing as if I have 2 mortgages open and I do not.",unknown,loan,loan,XXXX XXXX XXXX,online,unknown
1575,I need correction in my address and my name on all the credit bureau ... cause when i try to get credit card they denied my reqs and i have good credit .. i am waiting since XX/XX/2018 .. i sent id and i still waiting ...,unknown,unknown,unknown,credit bureau,unknown,unknown
1572,I recently received a copy of my 3 Bureus consumer report and I noticed some late payments/inaccurate information posted on my consumer report : XXXX XXXX XXXX Balance {$0.00},unknown,unknown,none,unknown,unknown,unknown
1571,"XX/XX/XXXX, XXXX, XXXX XXXX showing late payments which were made on times balance was no showing accurate to the account. 

Company stated the found the error unable to correct my reports. Request me to submit disput",payment,credit_card,none,unknown,online,outgoing
1570,XXXX XXXX XXXX credit card was paid via settlement however they just have it reported as closed acct,payment,credit_card,none,XXXX XXXX XXXX,online,outgoing
1576,"Making sure payments are always on time, I've never encountered delays on this account. I'm uncertain why there are indications of late payment remarks on my accounts.",payment,checking,none,unknown,online,outgoing
1573,"Hello. 
Upon checking my account i saw couple of inquiries that i dont recognize. 
One of my address 's is inaccurate..",unknown,unknown,none,unknown,unknown,unknown
1574,XX/XX/XXXX {$110.00} to XXXX XX/XX/XXXX {$120.00} to XXXX XXXX refuses to give me my money back for these transaction that were fraudelant,purchase,unknown,unknown,XXXX,unknown,outgoing
1578,I was checking my credit report and notice fraudulent accounts. I provided 2 forms of ID to prove my identity.,unknown,credit_card,none,unknown,unknown,unknown
1577,"The derogatory rating on my account is a serious issue. It's already led to a loan denial and higher interest rates on my existing credit accounts. This negative rating is causing me severe financial and emotional stress, which will continue until resolved.",unknown,unknown,none,unknown,unknown,unknown
1579,Balance on Mohela and fedloan.gov both shows XXXX. My credit report still has the full amounts.,other,loan,loan,Mohela and fedloan.gov,online,unknown
1582,"I never been late with this accounts, and please update it, and I always paid on time that's why this is ridiculous.",payment,credit_card,none,unknown,online,outgoing
1580,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,unknown,unknown,unknown,unknown
1585,"I have never used this account, consistently ensuring timely payments. I'm uncertain why there are reports of late payment remarks on my accounts.",payment,checking,credit_card,unknown,online,outgoing
1583,I told them to just send the balance to my credit report because I couldnt pay due to losing my job. I closed my account and everything. They continuously call all day and from different numbers.,payment,checking,credit_card,unknown,unknown,outgoing
1581,American Express on the card number ending XXXX charged an annual interest rate of 29.99 % on a balance of $ XXXX,interest,credit_card,none,American Express,online,outgoing
1584,Opened a checking account which had a {$200.00} signup bonus after a direct deposit. The terms of what qualified as a direct deposit were confusing and in fine print. I was not told that my direct deposit did not qualify until after the period to make one occurred.,deposit,checking,checking,unknown,online,incoming
1587,Money was taken from checking account and added to Cash App for unauthorized transactions,transfer,checking,cash,Cash App,online,outgoing
1586,I have received denial letters for credit card applications I didnt not submit JCPenney XXXX XXXX XX/XX/year> XXXXXXXX XXXX XXXX  XX/XX/year>,other,credit_card,none,JCPenney,online,unknown
1588,I've sent several letters out to Discover and they refused to remove the item. I am attaching it NYPD police report with hopes that this can be removed ASAP with the assistance of the CFPB.,other,credit_card,none,Discover,other,outgoing
